person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,person_age_bin,person_income_bin,_row_id 
42,82500,RENT,3.0,DEBTCONSOLIDATION,A,2575,6.76,0,0.03,N,11.0,36-45,"(63000.0, 86000.0]",31397
39,92000,MORTGAGE,1.0,PERSONAL,C,20000,14.79,0,0.22,N,15.5,36-45,"(86000.0, 138000.0]",31398
36,92000,MORTGAGE,14.5,MEDICAL,A,4000,7.29,0,0.04,N,11.0,36-45,"(86000.0, 138000.0]",31399
41,92000,MORTGAGE,14.5,MEDICAL,A,12000,7.66,0,0.13,N,15.0,36-45,"(86000.0, 138000.0]",31400
41,92000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,8000,9.63,0,0.09,N,13.0,36-45,"(86000.0, 138000.0]",31401
42,13200,RENT,4.0,DEBTCONSOLIDATION,C,2500,10.99,1,0.19,Y,14.0,36-45,"(3999.999, 35000.0]",31402
46,92000,MORTGAGE,14.5,EDUCATION,A,12925,10.99,0,0.14,N,15.5,46-60,"(86000.0, 138000.0]",31403
37,92000,OWN,14.5,MEDICAL,B,12000,11.14,0,0.13,N,14.0,36-45,"(86000.0, 138000.0]",31404
47,92000,OWN,0.0,HOMEIMPROVEMENT,D,12000,14.11,0,0.13,N,12.0,46-60,"(86000.0, 138000.0]",31405
38,92904,MORTGAGE,8.0,MEDICAL,B,5375,10.51,0,0.06,N,15.5,36-45,"(86000.0, 138000.0]",31406
43,93000,MORTGAGE,7.0,PERSONAL,A,7000,7.14,0,0.08,N,13.0,36-45,"(86000.0, 138000.0]",31407
38,34296,OWN,1.0,MEDICAL,C,12000,10.99,0,0.35,Y,12.0,36-45,"(3999.999, 35000.0]",31408
37,93000,MORTGAGE,2.0,VENTURE,B,18000,12.18,0,0.19,N,11.0,36-45,"(86000.0, 138000.0]",31409
46,81000,MORTGAGE,1.0,EDUCATION,B,7000,9.45,1,0.09,N,14.0,46-60,"(63000.0, 86000.0]",31410
39,140250,RENT,2.0,DEBTCONSOLIDATION,A,12500,5.42,0,0.07,N,14.0,36-45,"(138000.0, 140250.0]",31411
36,94000,MORTGAGE,14.0,HOMEIMPROVEMENT,A,4200,5.99,0,0.04,N,12.0,36-45,"(86000.0, 138000.0]",31412
44,82000,MORTGAGE,5.0,DEBTCONSOLIDATION,C,8400,12.84,1,0.1,Y,15.5,36-45,"(63000.0, 86000.0]",31413
44,94128,MORTGAGE,14.0,DEBTCONSOLIDATION,A,4400,7.29,0,0.05,N,13.0,36-45,"(86000.0, 138000.0]",31414
36,94185,MORTGAGE,3.0,PERSONAL,A,10000,9.32,0,0.11,N,15.0,36-45,"(86000.0, 138000.0]",31415
41,56004,RENT,4.0,EDUCATION,B,12800,11.48,0,0.23,N,15.0,36-45,"(49000.0, 63000.0]",31416
44,94800,MORTGAGE,4.0,VENTURE,A,7400,7.88,0,0.08,N,15.5,36-45,"(86000.0, 138000.0]",31417
36,95000,MORTGAGE,14.5,PERSONAL,B,13000,10.65,0,0.14,N,11.0,36-45,"(86000.0, 138000.0]",31418
40,95000,OWN,12.0,HOMEIMPROVEMENT,B,5000,10.65,0,0.05,N,15.5,36-45,"(86000.0, 138000.0]",31419
47,95000,MORTGAGE,13.0,EDUCATION,A,5000,6.03,0,0.05,N,15.5,46-60,"(86000.0, 138000.0]",31420
39,95000,OWN,6.0,HOMEIMPROVEMENT,B,8000,12.69,0,0.08,N,14.0,36-45,"(86000.0, 138000.0]",31421
49,95000,MORTGAGE,12.0,DEBTCONSOLIDATION,A,7500,6.03,0,0.08,N,13.0,46-60,"(86000.0, 138000.0]",31422
44,95000,MORTGAGE,1.0,PERSONAL,B,21200,9.91,0,0.22,N,14.0,36-45,"(86000.0, 138000.0]",31423
44,50000,RENT,5.0,VENTURE,C,13000,13.16,0,0.26,Y,13.0,36-45,"(49000.0, 63000.0]",31424
43,46000,RENT,2.0,MEDICAL,D,13000,15.7,1,0.28,N,13.0,36-45,"(35000.0, 49000.0]",31425
45,52680,RENT,0.0,MEDICAL,A,13000,6.92,0,0.25,N,15.0,36-45,"(49000.0, 63000.0]",31426
38,83000,MORTGAGE,1.0,DEBTCONSOLIDATION,D,23000,14.91,1,0.29,Y,12.0,36-45,"(63000.0, 86000.0]",31427
49,95000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,3000,5.42,0,0.03,N,12.0,46-60,"(86000.0, 138000.0]",31428
45,33600,OWN,14.0,VENTURE,A,4000,6.39,0,0.12,N,11.0,36-45,"(3999.999, 35000.0]",31429
37,95000,MORTGAGE,10.0,HOMEIMPROVEMENT,C,3250,13.35,0,0.03,N,13.0,36-45,"(86000.0, 138000.0]",31430
37,65000,RENT,2.0,EDUCATION,C,13000,12.99,0,0.2,Y,12.0,36-45,"(63000.0, 86000.0]",31431
39,95000,MORTGAGE,3.0,HOMEIMPROVEMENT,D,20000,14.84,0,0.21,Y,11.0,36-45,"(86000.0, 138000.0]",31432
38,67000,RENT,6.0,HOMEIMPROVEMENT,D,13000,10.99,0,0.19,N,15.5,36-45,"(63000.0, 86000.0]",31433
41,95000,MORTGAGE,5.0,PERSONAL,B,23000,10.99,0,0.26,N,12.0,36-45,"(86000.0, 138000.0]",31434
38,95000,OWN,6.0,HOMEIMPROVEMENT,E,14000,17.74,0,0.15,Y,15.5,36-45,"(86000.0, 138000.0]",31435
39,70000,RENT,5.0,EDUCATION,B,13000,11.99,0,0.19,N,15.5,36-45,"(63000.0, 86000.0]",31436
41,95000,OWN,2.0,HOMEIMPROVEMENT,C,21600,13.92,0,0.23,Y,11.0,36-45,"(86000.0, 138000.0]",31437
40,83000,MORTGAGE,7.0,EDUCATION,B,2800,12.18,1,0.03,N,13.0,36-45,"(63000.0, 86000.0]",31438
44,83000,OTHER,2.0,EDUCATION,D,12000,16.0,1,0.14,Y,15.0,36-45,"(63000.0, 86000.0]",31439
38,95000,MORTGAGE,5.0,EDUCATION,A,4000,9.63,0,0.04,N,12.0,36-45,"(86000.0, 138000.0]",31440
44,95000,MORTGAGE,4.0,VENTURE,B,10000,10.95,0,0.11,N,15.0,36-45,"(86000.0, 138000.0]",31441
40,110000,RENT,6.0,HOMEIMPROVEMENT,B,13000,9.91,0,0.12,N,15.5,36-45,"(86000.0, 138000.0]",31442
40,95892,OWN,14.5,MEDICAL,B,15000,12.18,0,0.16,N,14.0,36-45,"(86000.0, 138000.0]",31443
37,130000,RENT,2.0,PERSONAL,B,13000,9.88,0,0.1,N,15.5,36-45,"(86000.0, 138000.0]",31444
38,96000,MORTGAGE,14.5,DEBTCONSOLIDATION,A,6000,6.03,0,0.06,N,15.5,36-45,"(86000.0, 138000.0]",31445
46,96000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,10000,12.69,0,0.1,N,11.0,46-60,"(86000.0, 138000.0]",31446
36,43000,RENT,12.0,DEBTCONSOLIDATION,D,13600,15.58,1,0.32,Y,12.0,36-45,"(35000.0, 49000.0]",31447
37,71400,MORTGAGE,7.0,MEDICAL,E,3100,20.04,1,0.04,Y,14.0,36-45,"(63000.0, 86000.0]",31448
42,96000,MORTGAGE,9.0,PERSONAL,A,5100,5.42,0,0.05,N,14.0,36-45,"(86000.0, 138000.0]",31449
40,45760,RENT,8.0,MEDICAL,B,13650,10.25,0,0.3,N,13.0,36-45,"(35000.0, 49000.0]",31450
45,66000,RENT,4.0,HOMEIMPROVEMENT,B,13650,12.42,0,0.21,N,11.0,36-45,"(63000.0, 86000.0]",31451
43,27036,RENT,1.0,PERSONAL,D,13750,15.31,1,0.44000000000000006,Y,15.0,36-45,"(3999.999, 35000.0]",31452
41,33000,RENT,2.0,MEDICAL,C,13750,13.79,1,0.42,Y,11.0,36-45,"(3999.999, 35000.0]",31453
40,32878,RENT,6.0,VENTURE,C,13775,12.98,1,0.42,Y,14.0,36-45,"(3999.999, 35000.0]",31454
42,67300,RENT,4.0,HOMEIMPROVEMENT,C,13800,13.99,0,0.21,N,15.5,36-45,"(63000.0, 86000.0]",31455
40,96000,MORTGAGE,5.0,HOMEIMPROVEMENT,C,3200,10.99,0,0.03,N,15.5,36-45,"(86000.0, 138000.0]",31456
38,32560,OWN,8.0,PERSONAL,A,6000,8.94,0,0.18,N,15.5,36-45,"(3999.999, 35000.0]",31457
38,96000,MORTGAGE,0.0,PERSONAL,C,1500,14.26,0,0.02,N,14.0,36-45,"(86000.0, 138000.0]",31458
37,96996,MORTGAGE,14.5,PERSONAL,A,13000,10.99,0,0.13,N,13.0,36-45,"(86000.0, 138000.0]",31459
42,97000,MORTGAGE,13.0,PERSONAL,C,1500,15.96,0,0.02,Y,15.5,36-45,"(86000.0, 138000.0]",31460
37,45000,RENT,6.0,PERSONAL,B,14000,11.36,1,0.31,N,15.5,36-45,"(35000.0, 49000.0]",31461
43,97000,MORTGAGE,0.0,MEDICAL,B,14000,11.71,0,0.14,N,13.0,36-45,"(86000.0, 138000.0]",31462
39,40800,RENT,4.0,MEDICAL,D,14000,16.0,1,0.34,Y,15.5,36-45,"(35000.0, 49000.0]",31463
38,48300,RENT,3.0,MEDICAL,C,14000,13.22,0,0.29,Y,14.0,36-45,"(35000.0, 49000.0]",31464
37,97000,MORTGAGE,7.0,PERSONAL,A,10000,10.99,0,0.1,N,15.0,36-45,"(86000.0, 138000.0]",31465
36,32000,OWN,4.0,EDUCATION,C,3600,13.49,0,0.11,Y,11.0,36-45,"(3999.999, 35000.0]",31466
39,52000,RENT,1.0,DEBTCONSOLIDATION,B,14000,11.71,0,0.27,N,12.0,36-45,"(49000.0, 63000.0]",31467
37,32000,OWN,8.0,HOMEIMPROVEMENT,A,12150,6.62,0,0.38,N,13.0,36-45,"(3999.999, 35000.0]",31468
37,52000,RENT,0.0,VENTURE,C,14000,13.16,0,0.27,N,11.0,36-45,"(49000.0, 63000.0]",31469
39,98000,MORTGAGE,14.5,MEDICAL,C,8000,13.49,0,0.08,Y,15.5,36-45,"(86000.0, 138000.0]",31470
41,98000,MORTGAGE,14.5,MEDICAL,B,5000,10.99,0,0.05,N,15.5,36-45,"(86000.0, 138000.0]",31471
39,98000,MORTGAGE,0.0,HOMEIMPROVEMENT,D,23000,15.99,0,0.36,N,15.0,36-45,"(86000.0, 138000.0]",31472
40,98000,MORTGAGE,4.0,VENTURE,B,5200,9.63,0,0.05,N,15.5,36-45,"(86000.0, 138000.0]",31473
38,98000,MORTGAGE,7.0,MEDICAL,B,12000,10.37,0,0.12,N,15.5,36-45,"(86000.0, 138000.0]",31474
42,98000,MORTGAGE,2.0,EDUCATION,B,18000,11.58,0,0.18,N,11.0,36-45,"(86000.0, 138000.0]",31475
38,55000,RENT,2.0,HOMEIMPROVEMENT,B,14000,11.48,0,0.25,N,15.5,36-45,"(49000.0, 63000.0]",31476
36,32000,OWN,0.0,EDUCATION,A,1200,7.14,0,0.04,N,15.5,36-45,"(3999.999, 35000.0]",31477
43,98004,MORTGAGE,11.0,PERSONAL,A,6000,5.42,0,0.06,N,15.0,36-45,"(86000.0, 138000.0]",31478
41,98004,MORTGAGE,14.5,DEBTCONSOLIDATION,C,12000,13.57,0,0.12,N,15.0,36-45,"(86000.0, 138000.0]",31479
36,98240,MORTGAGE,4.0,PERSONAL,E,20000,16.35,0,0.2,N,15.5,36-45,"(86000.0, 138000.0]",31480
44,99000,MORTGAGE,5.0,EDUCATION,C,10000,12.68,0,0.1,N,11.0,36-45,"(86000.0, 138000.0]",31481
44,99000,MORTGAGE,3.0,EDUCATION,B,8000,9.25,0,0.08,N,14.0,36-45,"(86000.0, 138000.0]",31482
36,99500,OWN,5.0,VENTURE,A,4000,7.74,0,0.04,N,15.5,36-45,"(86000.0, 138000.0]",31483
44,99996,MORTGAGE,4.0,VENTURE,C,14400,12.23,0,0.14,Y,15.5,36-45,"(86000.0, 138000.0]",31484
38,54000,RENT,2.0,MEDICAL,D,14000,10.99,1,0.26,N,15.5,36-45,"(49000.0, 63000.0]",31485
48,62000,RENT,10.0,EDUCATION,B,14000,12.69,0,0.23,N,12.0,46-60,"(49000.0, 63000.0]",31486
41,62004,RENT,5.0,HOMEIMPROVEMENT,A,14000,8.9,0,0.23,N,15.5,36-45,"(49000.0, 63000.0]",31487
38,99996,OWN,14.5,HOMEIMPROVEMENT,D,23000,14.96,0,0.25,Y,13.0,36-45,"(86000.0, 138000.0]",31488
41,62500,RENT,4.0,EDUCATION,B,14000,10.25,0,0.22,N,15.5,36-45,"(49000.0, 63000.0]",31489
39,100000,MORTGAGE,5.0,VENTURE,B,12000,10.99,0,0.12,N,13.0,36-45,"(86000.0, 138000.0]",31490
36,100000,MORTGAGE,5.0,MEDICAL,A,9350,7.51,0,0.09,N,14.0,36-45,"(86000.0, 138000.0]",31491
45,100000,MORTGAGE,14.5,PERSONAL,A,16000,6.62,0,0.16,N,15.5,36-45,"(86000.0, 138000.0]",31492
38,59000,RENT,5.0,VENTURE,C,14000,13.8,1,0.24,N,14.0,36-45,"(49000.0, 63000.0]",31493
37,31200,OWN,1.0,VENTURE,A,6600,5.42,0,0.21,N,12.0,36-45,"(3999.999, 35000.0]",31494
46,70000,RENT,0.0,HOMEIMPROVEMENT,B,14000,11.26,0,0.2,N,15.5,46-60,"(63000.0, 86000.0]",31495
37,100000,MORTGAGE,13.0,VENTURE,A,18400,5.99,0,0.18,N,15.0,36-45,"(86000.0, 138000.0]",31496
41,100000,MORTGAGE,10.0,EDUCATION,A,6000,8.49,0,0.06,N,15.0,36-45,"(86000.0, 138000.0]",31497
42,75000,RENT,12.0,HOMEIMPROVEMENT,A,14000,6.03,0,0.19,N,14.0,36-45,"(63000.0, 86000.0]",31498
37,88000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,6000,11.99,1,0.07,N,12.0,36-45,"(86000.0, 138000.0]",31499
40,82000,RENT,2.0,MEDICAL,B,14000,10.37,0,0.17,N,13.0,36-45,"(63000.0, 86000.0]",31500
37,73000,RENT,14.5,DEBTCONSOLIDATION,D,14000,16.02,1,0.19,N,15.5,36-45,"(63000.0, 86000.0]",31501
38,100000,MORTGAGE,5.0,PERSONAL,B,5500,10.37,0,0.06,N,13.0,36-45,"(86000.0, 138000.0]",31502
47,100000,MORTGAGE,4.0,EDUCATION,B,2500,9.99,0,0.03,N,15.0,46-60,"(86000.0, 138000.0]",31503
38,100000,RENT,0.0,DEBTCONSOLIDATION,C,14000,13.23,0,0.14,Y,14.0,36-45,"(86000.0, 138000.0]",31504
36,88000,MORTGAGE,1.0,DEBTCONSOLIDATION,C,7750,13.23,1,0.09,N,14.0,36-45,"(86000.0, 138000.0]",31505
37,101644,RENT,13.0,VENTURE,B,14000,10.99,0,0.14,N,13.0,36-45,"(86000.0, 138000.0]",31506
37,105000,RENT,6.0,DEBTCONSOLIDATION,A,14000,6.03,0,0.13,N,11.0,36-45,"(86000.0, 138000.0]",31507
36,100000,MORTGAGE,2.0,EDUCATION,A,8000,6.76,0,0.08,N,11.0,36-45,"(86000.0, 138000.0]",31508
36,100000,MORTGAGE,14.5,DEBTCONSOLIDATION,A,6000,7.14,0,0.06,N,15.5,36-45,"(86000.0, 138000.0]",31509
45,125004,RENT,7.0,EDUCATION,C,14000,12.61,0,0.11,N,12.0,36-45,"(86000.0, 138000.0]",31510
36,126251,RENT,14.5,HOMEIMPROVEMENT,A,14000,7.66,0,0.11,N,15.5,36-45,"(86000.0, 138000.0]",31511
36,130000,RENT,3.0,DEBTCONSOLIDATION,B,14000,10.37,0,0.11,N,14.0,36-45,"(86000.0, 138000.0]",31512
45,123000,RENT,2.0,EDUCATION,F,14000,10.99,1,0.11,N,15.5,36-45,"(86000.0, 138000.0]",31513
48,100000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,15000,9.88,0,0.15,N,11.0,46-60,"(86000.0, 138000.0]",31514
39,100000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,3000,7.14,0,0.03,N,11.0,36-45,"(86000.0, 138000.0]",31515
50,140250,RENT,3.0,DEBTCONSOLIDATION,A,14000,6.91,0,0.09,N,12.0,46-60,"(138000.0, 140250.0]",31516
41,140250,RENT,14.5,DEBTCONSOLIDATION,A,14000,6.03,0,0.08,N,15.0,36-45,"(138000.0, 140250.0]",31517
37,100000,MORTGAGE,0.0,VENTURE,C,9600,13.22,0,0.1,Y,15.5,36-45,"(86000.0, 138000.0]",31518
42,100000,MORTGAGE,7.0,EDUCATION,C,5000,14.26,0,0.05,Y,15.0,36-45,"(86000.0, 138000.0]",31519
39,100000,MORTGAGE,0.0,VENTURE,D,6000,14.11,0,0.06,N,15.5,36-45,"(86000.0, 138000.0]",31520
42,100000,MORTGAGE,14.5,DEBTCONSOLIDATION,C,4800,13.47,0,0.05,Y,13.0,36-45,"(86000.0, 138000.0]",31521
47,119000,RENT,5.0,PERSONAL,A,14250,7.66,0,0.12,N,15.5,46-60,"(86000.0, 138000.0]",31522
40,100010,MORTGAGE,11.0,MEDICAL,B,8000,9.99,0,0.08,N,15.0,36-45,"(86000.0, 138000.0]",31523
36,100111,MORTGAGE,5.0,VENTURE,C,20000,13.49,0,0.2,N,11.0,36-45,"(86000.0, 138000.0]",31524
38,100280,MORTGAGE,1.0,VENTURE,B,17850,11.99,0,0.18,N,15.5,36-45,"(86000.0, 138000.0]",31525
49,74880,RENT,6.0,MEDICAL,A,14300,7.51,0,0.19,N,15.5,46-60,"(63000.0, 86000.0]",31526
36,100671,MORTGAGE,6.0,MEDICAL,B,12000,10.99,0,0.12,N,14.0,36-45,"(86000.0, 138000.0]",31527
38,30120,RENT,1.0,HOMEIMPROVEMENT,D,14400,12.8,1,0.44000000000000006,Y,15.5,36-45,"(3999.999, 35000.0]",31528
39,101000,MORTGAGE,14.5,EDUCATION,C,2500,13.47,0,0.02,Y,15.5,36-45,"(86000.0, 138000.0]",31529
36,101004,MORTGAGE,11.0,MEDICAL,A,12000,5.79,0,0.12,N,11.0,36-45,"(86000.0, 138000.0]",31530
46,101500,MORTGAGE,8.0,DEBTCONSOLIDATION,B,15000,11.14,0,0.15,N,14.0,46-60,"(86000.0, 138000.0]",31531
45,48000,RENT,5.0,PERSONAL,A,14400,8.49,0,0.3,N,15.0,36-45,"(35000.0, 49000.0]",31532
41,102000,MORTGAGE,14.5,VENTURE,B,7500,11.49,0,0.07,N,15.5,36-45,"(86000.0, 138000.0]",31533
41,102000,OWN,5.0,EDUCATION,A,7000,6.92,0,0.07,N,12.0,36-45,"(86000.0, 138000.0]",31534
37,60000,RENT,4.0,MEDICAL,B,14400,10.62,0,0.24,N,15.0,36-45,"(49000.0, 63000.0]",31535
50,102031,MORTGAGE,9.0,HOMEIMPROVEMENT,D,12000,14.96,0,0.12,Y,11.0,46-60,"(86000.0, 138000.0]",31536
41,102300,MORTGAGE,9.0,MEDICAL,B,8800,11.58,0,0.09,N,11.0,36-45,"(86000.0, 138000.0]",31537
39,75000,RENT,0.0,EDUCATION,B,14400,12.53,0,0.19,N,11.0,36-45,"(63000.0, 86000.0]",31538
49,103000,MORTGAGE,14.0,DEBTCONSOLIDATION,A,12600,9.32,0,0.12,N,11.0,46-60,"(86000.0, 138000.0]",31539
38,85000,RENT,1.0,VENTURE,B,14400,11.99,0,0.17,N,14.0,36-45,"(63000.0, 86000.0]",31540
38,103970,MORTGAGE,0.0,DEBTCONSOLIDATION,C,15000,14.35,0,0.14,Y,14.0,36-45,"(86000.0, 138000.0]",31541
36,30000,OWN,4.0,VENTURE,B,8000,9.99,0,0.27,N,15.0,36-45,"(3999.999, 35000.0]",31542
39,96500,RENT,4.0,DEBTCONSOLIDATION,D,14400,15.2,1,0.15,N,11.0,36-45,"(86000.0, 138000.0]",31543
38,104800,MORTGAGE,6.0,HOMEIMPROVEMENT,A,14000,6.03,0,0.13,N,11.0,36-45,"(86000.0, 138000.0]",31544
38,105000,MORTGAGE,14.5,VENTURE,A,12350,6.62,0,0.12,N,11.0,36-45,"(86000.0, 138000.0]",31545
42,105000,MORTGAGE,14.5,EDUCATION,C,2400,13.06,0,0.02,Y,15.5,36-45,"(86000.0, 138000.0]",31546
42,42000,RENT,6.0,EDUCATION,D,14500,15.57,1,0.35,N,14.0,36-45,"(35000.0, 49000.0]",31547
41,105000,MORTGAGE,4.0,VENTURE,B,21000,10.25,0,0.2,N,15.0,36-45,"(86000.0, 138000.0]",31548
37,80004,RENT,7.0,MEDICAL,B,14500,11.26,0,0.18,N,14.0,36-45,"(63000.0, 86000.0]",31549
37,105000,MORTGAGE,2.0,EDUCATION,B,23000,12.18,0,0.24,N,15.0,36-45,"(86000.0, 138000.0]",31550
49,105000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,11000,9.32,0,0.1,N,13.0,46-60,"(86000.0, 138000.0]",31551
39,105000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,9000,9.32,0,0.09,N,12.0,36-45,"(86000.0, 138000.0]",31552
41,46152,RENT,10.0,PERSONAL,B,14525,11.11,1,0.31,N,15.5,36-45,"(35000.0, 49000.0]",31553
43,93000,MORTGAGE,14.5,DEBTCONSOLIDATION,D,7500,12.86,1,0.08,Y,15.0,36-45,"(86000.0, 138000.0]",31554
46,80409,RENT,2.0,EDUCATION,A,14550,8.94,0,0.18,N,11.0,46-60,"(63000.0, 86000.0]",31555
39,105201,MORTGAGE,14.5,VENTURE,A,15000,6.91,0,0.14,N,15.0,36-45,"(86000.0, 138000.0]",31556
46,105398,MORTGAGE,9.0,HOMEIMPROVEMENT,E,20700,17.43,0,0.2,N,12.0,46-60,"(86000.0, 138000.0]",31557
36,105859,OWN,14.5,VENTURE,B,12000,11.99,0,0.11,N,15.0,36-45,"(86000.0, 138000.0]",31558
36,106000,MORTGAGE,14.5,HOMEIMPROVEMENT,A,4025,7.49,0,0.04,N,14.0,36-45,"(86000.0, 138000.0]",31559
38,106000,MORTGAGE,4.0,HOMEIMPROVEMENT,C,5000,12.99,0,0.05,Y,12.0,36-45,"(86000.0, 138000.0]",31560
50,106000,MORTGAGE,2.0,MEDICAL,A,10200,9.32,0,0.1,N,15.0,46-60,"(86000.0, 138000.0]",31561
48,94050,MORTGAGE,1.0,DEBTCONSOLIDATION,D,23000,14.96,1,0.24,Y,15.5,46-60,"(86000.0, 138000.0]",31562
46,107000,OWN,14.5,VENTURE,C,4000,13.49,0,0.04,N,14.0,46-60,"(86000.0, 138000.0]",31563
38,107004,MORTGAGE,11.0,VENTURE,B,15000,10.0,0,0.14,N,15.5,36-45,"(86000.0, 138000.0]",31564
36,107004,MORTGAGE,3.0,HOMEIMPROVEMENT,B,13000,11.83,0,0.12,N,15.0,36-45,"(86000.0, 138000.0]",31565
44,30000,OWN,3.0,VENTURE,B,7500,10.39,0,0.25,N,11.0,36-45,"(3999.999, 35000.0]",31566
36,108000,MORTGAGE,7.0,EDUCATION,A,14000,8.9,0,0.13,N,12.0,36-45,"(86000.0, 138000.0]",31567
48,30000,OWN,0.0,EDUCATION,C,10000,10.99,0,0.33,Y,12.0,46-60,"(3999.999, 35000.0]",31568
40,108000,OWN,4.0,PERSONAL,A,3500,10.99,0,0.03,N,15.0,36-45,"(86000.0, 138000.0]",31569
44,108000,MORTGAGE,12.0,HOMEIMPROVEMENT,B,10000,11.11,0,0.09,N,11.0,36-45,"(86000.0, 138000.0]",31570
40,35416,RENT,14.5,MEDICAL,A,2000,6.91,0,0.06,N,14.0,36-45,"(35000.0, 49000.0]",31571
38,108000,MORTGAGE,7.0,VENTURE,A,4000,7.74,0,0.04,N,11.0,36-45,"(86000.0, 138000.0]",31572
36,108000,MORTGAGE,1.0,MEDICAL,A,7000,7.74,0,0.06,N,14.0,36-45,"(86000.0, 138000.0]",31573
43,108639,MORTGAGE,3.0,MEDICAL,B,18000,10.75,0,0.17,N,13.0,36-45,"(86000.0, 138000.0]",31574
47,109000,OWN,14.5,VENTURE,A,16000,7.05,0,0.15,N,14.0,46-60,"(86000.0, 138000.0]",31575
44,109000,MORTGAGE,14.5,MEDICAL,C,12800,13.79,0,0.12,Y,12.0,36-45,"(86000.0, 138000.0]",31576
41,109920,MORTGAGE,14.5,DEBTCONSOLIDATION,C,20000,13.35,0,0.18,Y,15.5,36-45,"(86000.0, 138000.0]",31577
36,39996,RENT,0.0,VENTURE,B,2000,11.49,0,0.05,N,11.0,36-45,"(35000.0, 49000.0]",31578
42,110000,MORTGAGE,6.0,VENTURE,C,10800,14.27,0,0.1,N,15.5,36-45,"(86000.0, 138000.0]",31579
41,110000,MORTGAGE,7.0,VENTURE,B,23000,9.91,0,0.27,N,11.0,36-45,"(86000.0, 138000.0]",31580
36,110000,MORTGAGE,7.0,VENTURE,A,16000,6.03,0,0.15,N,12.0,36-45,"(86000.0, 138000.0]",31581
38,42000,RENT,3.0,PERSONAL,B,2000,10.38,0,0.05,N,15.5,36-45,"(35000.0, 49000.0]",31582
38,110000,MORTGAGE,14.5,MEDICAL,A,3000,8.49,0,0.03,N,15.5,36-45,"(86000.0, 138000.0]",31583
41,42000,RENT,5.0,DEBTCONSOLIDATION,C,2000,13.23,0,0.05,Y,15.0,36-45,"(35000.0, 49000.0]",31584
36,42000,RENT,2.0,VENTURE,B,2000,11.14,0,0.05,N,11.0,36-45,"(35000.0, 49000.0]",31585
40,110000,MORTGAGE,14.0,PERSONAL,B,5000,11.49,0,0.05,N,14.0,36-45,"(86000.0, 138000.0]",31586
36,110000,MORTGAGE,3.0,MEDICAL,A,9000,10.99,0,0.08,N,15.5,36-45,"(86000.0, 138000.0]",31587
38,110000,OWN,6.0,PERSONAL,C,12000,12.99,0,0.11,Y,11.0,36-45,"(86000.0, 138000.0]",31588
38,110000,MORTGAGE,5.0,PERSONAL,B,16000,11.99,0,0.15,N,15.5,36-45,"(86000.0, 138000.0]",31589
45,110000,MORTGAGE,5.0,PERSONAL,B,20000,11.11,0,0.18,N,15.5,36-45,"(86000.0, 138000.0]",31590
49,110000,MORTGAGE,11.0,HOMEIMPROVEMENT,A,3000,7.51,0,0.03,N,15.5,46-60,"(86000.0, 138000.0]",31591
38,28800,OWN,14.5,VENTURE,A,13000,8.32,0,0.44000000000000006,N,12.0,36-45,"(3999.999, 35000.0]",31592
37,110000,MORTGAGE,0.0,MEDICAL,B,23000,11.36,0,0.22,N,11.0,36-45,"(86000.0, 138000.0]",31593
40,50000,RENT,3.0,PERSONAL,B,2000,11.49,0,0.04,N,15.5,36-45,"(49000.0, 63000.0]",31594
37,110000,MORTGAGE,11.0,HOMEIMPROVEMENT,A,12000,7.88,0,0.11,N,15.5,36-45,"(86000.0, 138000.0]",31595
48,110000,MORTGAGE,6.0,EDUCATION,A,6000,8.94,0,0.05,N,14.0,46-60,"(86000.0, 138000.0]",31596
36,44004,RENT,4.0,DEBTCONSOLIDATION,C,2000,13.61,1,0.05,Y,13.0,36-45,"(35000.0, 49000.0]",31597
36,110000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,15000,9.63,0,0.14,N,15.0,36-45,"(86000.0, 138000.0]",31598
37,30000,RENT,6.0,PERSONAL,D,15000,10.99,1,0.44000000000000006,N,12.0,36-45,"(3999.999, 35000.0]",31599
38,30000,RENT,0.0,PERSONAL,D,15000,14.61,1,0.44000000000000006,Y,15.0,36-45,"(3999.999, 35000.0]",31600
41,110004,MORTGAGE,7.0,EDUCATION,C,23000,12.73,0,0.23,Y,14.0,36-45,"(86000.0, 138000.0]",31601
40,28000,OWN,14.5,VENTURE,B,1600,9.99,0,0.06,N,15.5,36-45,"(3999.999, 35000.0]",31602
41,28000,OWN,9.0,EDUCATION,A,2000,7.74,0,0.07,N,15.5,36-45,"(3999.999, 35000.0]",31603
40,28000,OWN,3.0,PERSONAL,D,12000,16.0,0,0.43,Y,14.0,36-45,"(3999.999, 35000.0]",31604
